2014-02-22T15:44:52.991536Z <001>    11 MB info    | loading project file ./13_00_01.0250.appleseed.jonathans-mbp-2_lan...
2014-02-22T15:44:53.081851Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_shoe_box_geo_shoe_boxShape_301_6.obj (1 object, 16 vertices, 28 triangles) in 0 ms.
2014-02-22T15:44:53.081998Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_shoe_box_geo_shoe_box_1Shape_302_6.obj (1 object, 16 vertices, 28 triangles) in 0 ms.
2014-02-22T15:44:53.083214Z <001>    18 MB info    | loaded mesh file ./_geometry/Home_set_01_skateboard1_geo_skateboard_mainShape_303_6.obj (1 object, 784 vertices, 1,476 triangles) in 1 ms.
2014-02-22T15:44:53.085147Z <001>    18 MB info    | loaded mesh file ./_geometry/Home_set_01_sofa1_geo_sofaShape_304_6.obj (1 object, 1,551 vertices, 3,086 triangles) in 2 ms.
2014-02-22T15:44:53.085875Z <001>    18 MB info    | loaded mesh file ./_geometry/Home_set_01_toaster1_geo_toasterShape_305_6.obj (1 object, 475 vertices, 862 triangles) in 1 ms.
2014-02-22T15:44:53.086030Z <001>    18 MB info    | loaded mesh file ./_geometry/Home_set_01_toolbox_geo_toolbox_doorShape_307_6.obj (1 object, 18 vertices, 28 triangles) in 0 ms.
2014-02-22T15:44:53.086176Z <001>    18 MB info    | loaded mesh file ./_geometry/Home_set_01_toolbox_geo_toolbox_handleShape_308_6.obj (1 object, 24 vertices, 40 triangles) in 0 ms.
2014-02-22T15:44:53.086324Z <001>    18 MB info    | loaded mesh file ./_geometry/Home_set_01_toolbox_geo_toolbox_hingeShape_309_6.obj (1 object, 28 vertices, 48 triangles) in 0 ms.
2014-02-22T15:44:53.086481Z <001>    18 MB info    | loaded mesh file ./_geometry/Home_set_01_toolbox_geo_toolbox_handle_chromeShape_310_6.obj (1 object, 16 vertices, 20 triangles) in 0 ms.
2014-02-22T15:44:53.086628Z <001>    18 MB info    | loaded mesh file ./_geometry/Home_set_01_toolbox_geo_toolboxShape_306_6.obj (1 object, 16 vertices, 28 triangles) in 0 ms.
2014-02-22T15:44:53.086846Z <001>    18 MB info    | loaded mesh file ./_geometry/Home_set_01_wacom_tablet_geo_wacom_tabletShape_311_6.obj (1 object, 56 vertices, 108 triangles) in 0 ms.
2014-02-22T15:44:53.087298Z <001>    18 MB info    | loaded mesh file ./_geometry/Home_set_01_wishbone_chair1_polySurfaceShape3_312_6.obj (1 object, 274 vertices, 480 triangles) in 0 ms.
2014-02-22T15:44:53.087506Z <001>    18 MB info    | loaded mesh file ./_geometry/Home_set_01_wacom_tablet_geo_wacom_penShape_313_6.obj (1 object, 52 vertices, 100 triangles) in 0 ms.
2014-02-22T15:44:53.087622Z <001>    18 MB info    | loaded mesh file ./_geometry/maya_area_light.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.088006Z <001>    18 MB info    | loaded mesh file ./_geometry/pPlaneShape1_314_250.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.088228Z <001>    18 MB info    | loaded mesh file ./_geometry/pPlaneShape4_315_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.088423Z <001>    18 MB info    | loaded mesh file ./_geometry/maya_area_light.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.112476Z <001>    18 MB info    | scene bounding box: (-998.657776, -1779.792114, -886.205139)-(714.439453, 819.048828, 1213.115356).
2014-02-22T15:44:53.112476Z <001>    18 MB info    | scene diameter: 4748.316123.
2014-02-22T15:44:53.113135Z <001>    18 MB info    | migrating project format from revision 2 to revision 3...
2014-02-22T15:44:53.113163Z <001>    18 MB info    | migrating project format from revision 3 to revision 4...
2014-02-22T15:44:53.113187Z <001>    18 MB info    | migrating project format from revision 4 to revision 5...
2014-02-22T15:44:53.113202Z <001>    18 MB info    | migrating project format from revision 5 to revision 6...
2014-02-22T15:44:53.113257Z <001>    18 MB info    | migrating project format from revision 6 to revision 7...
2014-02-22T15:44:53.113518Z <001>    18 MB info    | successfully loaded project file ./13_00_01.0250.appleseed.jonathans-mbp-2_lan in 122 ms (0 error, 0 warning).
2014-02-22T15:44:53.113842Z <001>    18 MB info    | rendering frame...
2014-02-22T15:44:53.115480Z <001>    19 MB info    | opening texture file ./_textures/coke_can_diff.exr for reading...
2014-02-22T15:44:53.115748Z <001>    19 MB info    | opening texture file ./_textures/coke_can_diff.exr for reading...
2014-02-22T15:44:53.115833Z <001>    19 MB info    | opening texture file ./_textures/coke_can_diff.exr for reading...
2014-02-22T15:44:53.115917Z <001>    19 MB info    | opening texture file ./_textures/coke_can_diff.exr for reading...
2014-02-22T15:44:53.116001Z <001>    19 MB info    | opening texture file ./_textures/coke_can_diff.exr for reading...
2014-02-22T15:44:53.116084Z <001>    19 MB info    | opening texture file ./_textures/coke_can_diff.exr for reading...
2014-02-22T15:44:53.116161Z <001>    19 MB info    | opening texture file ./_textures/cutting_mat.exr for reading...
2014-02-22T15:44:53.116285Z <001>    19 MB info    | opening texture file ./_textures/dish_cloth_01.exr for reading...
2014-02-22T15:44:53.116377Z <001>    19 MB info    | opening texture file ./_textures/double_bed.exr for reading...
2014-02-22T15:44:53.116453Z <001>    19 MB info    | opening texture file ./_textures/files_diff.exr for reading...
2014-02-22T15:44:53.116558Z <001>    19 MB info    | opening texture file ./_textures/roof_tiles_01.exr for reading...
2014-02-22T15:44:53.116642Z <001>    19 MB info    | opening texture file ./_textures/roof_tiles_01.exr for reading...
2014-02-22T15:44:53.116721Z <001>    19 MB info    | opening texture file ./_textures/roof_tiles_01.exr for reading...
2014-02-22T15:44:53.116803Z <001>    19 MB info    | opening texture file ./_textures/roof_tiles_01.exr for reading...
2014-02-22T15:44:53.116880Z <001>    19 MB info    | opening texture file ./_textures/kfc.exr for reading...
2014-02-22T15:44:53.117027Z <001>    19 MB info    | opening texture file ./_textures/guitar_diff.exr for reading...
2014-02-22T15:44:53.117103Z <001>    19 MB info    | opening texture file ./_textures/guitar_diff.exr for reading...
2014-02-22T15:44:53.117175Z <001>    19 MB info    | opening texture file ./_textures/guitar_diff.exr for reading...
2014-02-22T15:44:53.117323Z <001>    19 MB info    | opening texture file ./_textures/kfc_pepsi_diff.exr for reading...
2014-02-22T15:44:53.117509Z <001>    19 MB info    | opening texture file ./_textures/face.exr for reading...
2014-02-22T15:44:53.117582Z <001>    19 MB info    | opening texture file ./_textures/mc_connalds_bag.exr for reading...
2014-02-22T15:44:53.117657Z <001>    19 MB info    | opening texture file ./_textures/mc_connalds_bag.exr for reading...
2014-02-22T15:44:53.117776Z <001>    19 MB info    | opening texture file ./_textures/office_chair.exr for reading...
2014-02-22T15:44:53.117854Z <001>    19 MB info    | opening texture file ./_textures/house_front_side.exr for reading...
2014-02-22T15:44:53.117967Z <001>    19 MB info    | opening texture file ./_textures/kfc.exr for reading...
2014-02-22T15:44:53.118084Z <001>    19 MB info    | opening texture file ./_textures/post_office.exr for reading...
2014-02-22T15:44:53.118150Z <001>    19 MB info    | opening texture file ./_textures/aircon_wall.exr for reading...
2014-02-22T15:44:53.118258Z <001>    19 MB info    | opening texture file ./_textures/chimney_pot.exr for reading...
2014-02-22T15:44:53.118324Z <001>    19 MB info    | opening texture file ./_textures/back_wall.exr for reading...
2014-02-22T15:44:53.118447Z <001>    19 MB info    | opening texture file ./_textures/kitchen_surface_diff.exr for reading...
2014-02-22T15:44:53.118522Z <001>    19 MB info    | opening texture file ./_textures/carpet_01.exr for reading...
2014-02-22T15:44:53.118592Z <001>    20 MB info    | opening texture file ./_textures/wooden_shelf.exr for reading...
2014-02-22T15:44:53.118674Z <001>    20 MB info    | opening texture file ./_textures/carpet.exr for reading...
2014-02-22T15:44:53.118757Z <001>    20 MB info    | opening texture file ./_textures/curtains_diff.exr for reading...
2014-02-22T15:44:53.118839Z <001>    20 MB info    | opening texture file ./_textures/back_brick_wall.exr for reading...
2014-02-22T15:44:53.119054Z <001>    20 MB info    | opening texture file ./_textures/shoe_box.exr for reading...
2014-02-22T15:44:53.119178Z <001>    20 MB info    | opening texture file ./_textures/skateboard.exr for reading...
2014-02-22T15:44:53.119263Z <001>    20 MB info    | opening texture file ./_textures/skateboard.exr for reading...
2014-02-22T15:44:53.119345Z <001>    20 MB info    | opening texture file ./_textures/sofa_diff.exr for reading...
2014-02-22T15:44:53.119412Z <001>    20 MB info    | opening texture file ./_textures/sofa_spec.exr for reading...
2014-02-22T15:44:53.119479Z <001>    20 MB info    | opening texture file ./_textures/sofa_cushion_diff.exr for reading...
2014-02-22T15:44:53.119545Z <001>    20 MB info    | opening texture file ./_textures/sofa_cushion_spec.exr for reading...
2014-02-22T15:44:53.119667Z <001>    20 MB info    | opening texture file ./_textures/chair_tex.exr for reading...
2014-02-22T15:44:53.119738Z <001>    20 MB info    | opening texture file ./_textures/chair_tex.exr for reading...
2014-02-22T15:44:53.119815Z <001>    20 MB info    | opening texture file ./_textures/laptop_screen_diff.exr for reading...
2014-02-22T15:44:53.121541Z <001>    20 MB debug   | assigning entity "Home_set_01_laptop_light_mat_laptop_screen_edf" to render layer "Home_set_01_laptop_light_mat_laptop_screenlight_emission" (via rule "scene_root_assembly_Home_set_01_laptop_light_mat_laptop_screen_edf").
2014-02-22T15:44:53.121570Z <001>    20 MB debug   | assigning entity "_laptop_fill_laptop_fillShape_edf" to render layer "_laptop_fill_laptop_fillShape" (via rule "scene_root_assembly__laptop_fill_laptop_fillShape_edf").
2014-02-22T15:44:53.121588Z <001>    20 MB debug   | assigning entity "light_sky_edf" to render layer "light_skylight_emission" (via rule "scene_root_assembly_light_sky_edf").
2014-02-22T15:44:53.121605Z <001>    20 MB debug   | assigning entity "light_mat_sun_fill_edf" to render layer "light_mat_sun_filllight_emission" (via rule "scene_root_assembly_light_mat_sun_fill_edf").
2014-02-22T15:44:53.121622Z <001>    20 MB debug   | assigning entity "_sun_sunShape_edf" to render layer "_sun_sunShape" (via rule "scene_root_assembly__sun_sunShape_edf").
2014-02-22T15:44:53.126899Z <001>    20 MB debug   | assigning entity "Home_set_01_constant_surface_shader" to render layer "window_matte" (via rule "scene_root_assembly_Home_set_01_constant_surface_shader").
2014-02-22T15:44:53.127124Z <001>    20 MB debug   | assigning entity "Home_set_01_laptop_light_mat_laptop_screen_surface_shader" to render layer "Home_set_01_laptop_light_mat_laptop_screenlight_emission" (via rule "scene_root_assembly_Home_set_01_laptop_light_mat_laptop_screen_surface_shader").
2014-02-22T15:44:53.127138Z <001>    20 MB error   | while assigning entity "Home_set_01_laptop_light_mat_laptop_screen_surface_shader" to render layer "Home_set_01_laptop_light_mat_laptop_screenlight_emission": lights/edfs and objects/materials/instances cannot be assigned to the same render layer.
2014-02-22T15:44:53.127636Z <001>    20 MB debug   | assigning entity "light_sky_surface_shader" to render layer "light_skylight_emission" (via rule "scene_root_assembly_light_sky_surface_shader").
2014-02-22T15:44:53.127649Z <001>    20 MB error   | while assigning entity "light_sky_surface_shader" to render layer "light_skylight_emission": lights/edfs and objects/materials/instances cannot be assigned to the same render layer.
2014-02-22T15:44:53.127676Z <001>    20 MB debug   | assigning entity "light_mat_sun_fill_surface_shader" to render layer "light_mat_sun_filllight_emission" (via rule "scene_root_assembly_light_mat_sun_fill_surface_shader").
2014-02-22T15:44:53.127690Z <001>    20 MB error   | while assigning entity "light_mat_sun_fill_surface_shader" to render layer "light_mat_sun_filllight_emission": lights/edfs and objects/materials/instances cannot be assigned to the same render layer.
2014-02-22T15:44:53.127711Z <001>    20 MB info    | frame settings:
2014-02-22T15:44:53.127711Z <001>    20 MB info    |   resolution       1,024 x 1,024
2014-02-22T15:44:53.127711Z <001>    20 MB info    |   tile size        64 x 64
2014-02-22T15:44:53.127711Z <001>    20 MB info    |   pixel format     half
2014-02-22T15:44:53.127711Z <001>    20 MB info    |   filter           gaussian
2014-02-22T15:44:53.127711Z <001>    20 MB info    |   filter size      2.000000
2014-02-22T15:44:53.127711Z <001>    20 MB info    |   color space      srgb
2014-02-22T15:44:53.127711Z <001>    20 MB info    |   premult. alpha   off
2014-02-22T15:44:53.127711Z <001>    20 MB info    |   clamping         off
2014-02-22T15:44:53.127711Z <001>    20 MB info    |   gamma correction 1.000000
2014-02-22T15:44:53.127711Z <001>    20 MB info    |   crop window      (0, 0)-(1,024, 1,024)
2014-02-22T15:44:53.128104Z <001>    20 MB info    | building assembly tree (1 assembly instance)...
2014-02-22T15:44:53.128412Z <001>    20 MB debug   | assembly tree statistics:
2014-02-22T15:44:53.128412Z <001>    20 MB debug   |   build time       0 ms
2014-02-22T15:44:53.128412Z <001>    20 MB debug   |   size             296 bytes
2014-02-22T15:44:53.128412Z <001>    20 MB debug   |   nodes            total 1  interior 0  leaves 1
2014-02-22T15:44:53.128412Z <001>    20 MB debug   |   leaf volume      100.0%
2014-02-22T15:44:53.128412Z <001>    20 MB debug   |   leaf depth       avg 1.0  min 1  max 1  dev 0.0
2014-02-22T15:44:53.128412Z <001>    20 MB debug   |   leaf size        avg 1.0  min 1  max 1  dev 0.0
2014-02-22T15:44:53.128412Z <001>    20 MB debug   |   sibling overlap  avg 0.0%  min 0.0%  max 0.0%  dev 0.0%
2014-02-22T15:44:53.128412Z <001>    20 MB debug   |   fat leaves       100.0%
2014-02-22T15:44:53.128909Z <001>    20 MB debug   | data structures size:
2014-02-22T15:44:53.128909Z <001>    20 MB debug   |   bvh::NodeType    128 bytes
2014-02-22T15:44:53.128909Z <001>    20 MB debug   |   GTriangleType    36 bytes
2014-02-22T15:44:53.128909Z <001>    20 MB debug   |   RegionInfo       32 bytes
2014-02-22T15:44:53.128909Z <001>    20 MB debug   |   ShadingPoint     1.1 KB
2014-02-22T15:44:53.128909Z <001>    20 MB debug   |   ShadingRay       80 bytes
2014-02-22T15:44:53.128909Z <001>    20 MB debug   |   ShadingResult    2.4 KB
2014-02-22T15:44:53.128909Z <001>    20 MB debug   |   TriangleKey      12 bytes
2014-02-22T15:44:53.128944Z <001>    20 MB info    | collecting light emitters...
2014-02-22T15:44:53.129023Z <001>    20 MB info    | found 0 non-physical light, 10 emitting triangles.
2014-02-22T15:44:53.129053Z <001>    20 MB info    | path tracing settings:
2014-02-22T15:44:53.129053Z <001>    20 MB info    |   direct lighting  on
2014-02-22T15:44:53.129053Z <001>    20 MB info    |   ibl              on
2014-02-22T15:44:53.129053Z <001>    20 MB info    |   caustics         off
2014-02-22T15:44:53.129053Z <001>    20 MB info    |   max path length  4
2014-02-22T15:44:53.129053Z <001>    20 MB info    |   rr min path len. 3
2014-02-22T15:44:53.129053Z <001>    20 MB info    |   next event est.  on
2014-02-22T15:44:53.129053Z <001>    20 MB info    |   dl light samples 6.0
2014-02-22T15:44:53.129053Z <001>    20 MB info    |   ibl env samples  1.0
2014-02-22T15:44:53.129053Z <001>    20 MB info    |   max ray intens.  infinite
2014-02-22T15:44:53.129155Z <001>    20 MB debug   | the scene uses alpha mapping; using standard tracing.
2014-02-22T15:44:53.129183Z <001>    20 MB info    | rendering effort wasted by tile borders: 12.9% (tile dimensions: 64 x 64, tile margins: 4 x 4)
2014-02-22T15:44:53.130594Z <001>    21 MB info    | using 8 threads for rendering.
2014-02-22T15:44:53.130636Z <001>    21 MB info    | camera settings:
2014-02-22T15:44:53.130636Z <001>    21 MB info    |   model            thinlens_camera
2014-02-22T15:44:53.130636Z <001>    21 MB info    |   film width       2.399995
2014-02-22T15:44:53.130636Z <001>    21 MB info    |   film height      2.399995
2014-02-22T15:44:53.130636Z <001>    21 MB info    |   focal length     6.312673
2014-02-22T15:44:53.130636Z <001>    21 MB info    |   autofocus        off
2014-02-22T15:44:53.130636Z <001>    21 MB info    |   autofocus target 0.500000, 0.500000
2014-02-22T15:44:53.130636Z <001>    21 MB info    |   focal distance   435.000000
2014-02-22T15:44:53.130636Z <001>    21 MB info    |   diaphragm blades 0
2014-02-22T15:44:53.130636Z <001>    21 MB info    |   diaphragm angle  0.000000
2014-02-22T15:44:53.130636Z <001>    21 MB info    |   shutter open     0.000000
2014-02-22T15:44:53.130636Z <001>    21 MB info    |   shutter close    1.000000
2014-02-22T15:44:53.131134Z <001>    21 MB warning | while defining material "scene/root_assembly/_laptop_fill_laptop_fillShape_material": material is emitting light but may be partially or entirely transparent; this may lead to unexpected or unphysical results.
2014-02-22T15:44:53.131156Z <001>    21 MB warning | while defining material "scene/root_assembly/_sun_sunShape_material": material is emitting light but may be partially or entirely transparent; this may lead to unexpected or unphysical results.
2014-02-22T15:44:53.132025Z <002>    25 MB info    | collecting geometry for triangle tree #1778 from assembly "root_assembly" (302 regions)...
2014-02-22T15:44:53.138928Z <002>    32 MB info    | building bvh triangle tree #1778 (48,942 static triangles, 0 moving triangle)...
2014-02-22T15:44:53.237528Z <002>    40 MB debug   | triangle tree #1778 statistics:
2014-02-22T15:44:53.237528Z <002>    40 MB debug   |   size             6.0 MB
2014-02-22T15:44:53.237528Z <002>    40 MB debug   |   nodes            total 43,021  interior 21,510  leaves 21,511
2014-02-22T15:44:53.237528Z <002>    40 MB debug   |   leaf volume      9.9%
2014-02-22T15:44:53.237528Z <002>    40 MB debug   |   leaf depth       avg 18.9  min 6  max 27  dev 2.8
2014-02-22T15:44:53.237528Z <002>    40 MB debug   |   leaf size        avg 2.3  min 1  max 12  dev 1.1
2014-02-22T15:44:53.237528Z <002>    40 MB debug   |   sibling overlap  avg 28.4%  min 0.0%  max 100.0%  dev 34.3%
2014-02-22T15:44:53.237528Z <002>    40 MB debug   |   fat leaves       82.7%
2014-02-22T15:44:53.237528Z <002>    40 MB debug   |   collection time  7 ms
2014-02-22T15:44:53.237528Z <002>    40 MB debug   |   partition time   73 ms
2014-02-22T15:44:53.237528Z <002>    40 MB debug   |   store time       17 ms
2014-02-22T15:44:53.237528Z <002>    40 MB debug   |   nodes alignment  64 bytes
2014-02-22T15:44:53.237528Z <002>    40 MB debug   |   total time       105 ms
2014-02-22T15:44:53.237879Z <002>    40 MB debug   | created intersection filter for object "_laptop_fill_laptop_fillShape.0" with 1 material (masks: 41 bytes, uvs: 48 bytes).
2014-02-22T15:44:53.237906Z <002>    40 MB debug   | created intersection filter for object "_Home_set_01_glass1_Home_set_01_glassShape1.0" with 1 material (masks: 41 bytes, uvs: 2.3 KB).
2014-02-22T15:44:53.237923Z <002>    40 MB debug   | created intersection filter for object "_Home_set_01_glass2_Home_set_01_glassShape2.0" with 1 material (masks: 41 bytes, uvs: 288 bytes).
2014-02-22T15:44:53.237939Z <002>    40 MB debug   | created intersection filter for object "_Home_set_01_glass3_Home_set_01_glassShape3.0" with 1 material (masks: 41 bytes, uvs: 288 bytes).
2014-02-22T15:44:53.237954Z <002>    40 MB debug   | created intersection filter for object "_Home_set_01_glass4_Home_set_01_glassShape4.0" with 1 material (masks: 41 bytes, uvs: 288 bytes).
2014-02-22T15:44:53.237992Z <002>    40 MB debug   | created intersection filter for object "_sun_sunShape.0" with 1 material (masks: 41 bytes, uvs: 48 bytes).
2014-02-22T15:45:11.230660Z <002>    45 MB info    | rendering, 0.4% done
2014-02-22T15:45:11.241210Z <003>    45 MB info    | rendering, 0.8% done
2014-02-22T15:45:11.270104Z <004>    46 MB info    | rendering, 1.2% done
2014-02-22T15:45:11.289230Z <005>    46 MB info    | rendering, 1.6% done
2014-02-22T15:45:11.297594Z <006>    46 MB info    | rendering, 2.0% done
2014-02-22T15:45:11.314893Z <007>    46 MB info    | rendering, 2.3% done
2014-02-22T15:45:11.327781Z <008>    46 MB info    | rendering, 2.7% done
2014-02-22T15:45:11.356252Z <009>    47 MB info    | rendering, 3.1% done
2014-02-22T15:45:28.696164Z <003>    47 MB info    | rendering, 3.5% done
2014-02-22T15:45:28.751750Z <002>    47 MB info    | rendering, 3.9% done
2014-02-22T15:45:28.785052Z <006>    48 MB info    | rendering, 4.3% done
2014-02-22T15:45:28.795815Z <007>    48 MB info    | rendering, 4.7% done
2014-02-22T15:45:28.820368Z <004>    48 MB info    | rendering, 5.1% done
2014-02-22T15:45:28.845956Z <008>    48 MB info    | rendering, 5.5% done
2014-02-22T15:45:28.871164Z <005>    49 MB info    | rendering, 5.9% done
2014-02-22T15:45:28.900768Z <009>    49 MB info    | rendering, 6.2% done
2014-02-22T15:45:45.646157Z <003>    50 MB info    | rendering, 6.6% done
2014-02-22T15:45:45.684053Z <002>    50 MB info    | rendering, 7.0% done
2014-02-22T15:46:26.699771Z <007>    50 MB info    | rendering, 7.4% done
2014-02-22T15:46:27.925554Z <006>    51 MB info    | rendering, 7.8% done
2014-02-22T15:46:51.028982Z <008>    51 MB info    | rendering, 8.2% done
2014-02-22T15:46:57.336444Z <004>    51 MB info    | rendering, 8.6% done
2014-02-22T15:47:01.243522Z <009>    51 MB info    | rendering, 9.0% done
2014-02-22T15:47:03.113518Z <005>    51 MB info    | rendering, 9.4% done
2014-02-22T15:47:17.291046Z <009>    52 MB info    | rendering, 9.8% done
2014-02-22T15:47:17.700982Z <003>    52 MB info    | rendering, 10.2% done
2014-02-22T15:47:18.049909Z <002>    52 MB info    | rendering, 10.5% done
2014-02-22T15:47:19.360459Z <005>    52 MB info    | rendering, 10.9% done
2014-02-22T15:47:34.020801Z <009>    53 MB info    | rendering, 11.3% done
2014-02-22T15:47:34.467407Z <003>    53 MB info    | rendering, 11.7% done
2014-02-22T15:47:48.863278Z <008>    53 MB info    | rendering, 12.1% done
2014-02-22T15:47:49.200226Z <007>    53 MB info    | rendering, 12.5% done
2014-02-22T15:47:54.505861Z <004>    54 MB info    | rendering, 12.9% done
2014-02-22T15:47:58.083203Z <006>    54 MB info    | rendering, 13.3% done
2014-02-22T15:48:11.549546Z <002>    54 MB info    | rendering, 13.7% done
2014-02-22T15:48:18.517353Z <005>    54 MB info    | rendering, 14.1% done
2014-02-22T15:48:50.285233Z <004>    54 MB info    | rendering, 14.5% done
2014-02-22T15:48:56.797478Z <007>    55 MB info    | rendering, 14.8% done
2014-02-22T15:49:00.886806Z <003>    55 MB info    | rendering, 15.2% done
2014-02-22T15:49:01.573925Z <002>    55 MB info    | rendering, 15.6% done
2014-02-22T15:49:03.101815Z <009>    55 MB info    | rendering, 16.0% done
2014-02-22T15:49:08.211360Z <006>    56 MB info    | rendering, 16.4% done
2014-02-22T15:49:10.004165Z <008>    56 MB info    | rendering, 16.8% done
2014-02-22T15:49:13.781295Z <005>    56 MB info    | rendering, 17.2% done
2014-02-22T15:49:18.474233Z <003>    56 MB info    | rendering, 17.6% done
2014-02-22T15:49:19.393738Z <002>    56 MB info    | rendering, 18.0% done
2014-02-22T15:49:20.101361Z <009>    57 MB info    | rendering, 18.4% done
2014-02-22T15:49:25.275344Z <006>    57 MB info    | rendering, 18.8% done
2014-02-22T15:49:27.144385Z <008>    57 MB info    | rendering, 19.1% done
2014-02-22T15:49:27.925138Z <004>    57 MB info    | rendering, 19.5% done
2014-02-22T15:49:30.997266Z <005>    58 MB info    | rendering, 19.9% done
2014-02-22T15:49:35.500829Z <003>    58 MB info    | rendering, 20.3% done
2014-02-22T15:49:36.214890Z <007>    58 MB info    | rendering, 20.7% done
2014-02-22T15:49:36.628422Z <002>    58 MB info    | rendering, 21.1% done
2014-02-22T15:49:37.364583Z <009>    59 MB info    | rendering, 21.5% done
2014-02-22T15:49:42.715925Z <006>    59 MB info    | rendering, 21.9% done
2014-02-22T15:49:44.659858Z <008>    59 MB info    | rendering, 22.3% done
2014-02-22T15:49:45.358987Z <004>    59 MB info    | rendering, 22.7% done
2014-02-22T15:49:48.471570Z <005>    59 MB info    | rendering, 23.0% done
2014-02-22T15:49:52.841503Z <003>    60 MB info    | rendering, 23.4% done
2014-02-22T15:49:53.656766Z <007>    60 MB info    | rendering, 23.8% done
2014-02-22T15:49:53.916420Z <002>    60 MB info    | rendering, 24.2% done
2014-02-22T15:49:54.630371Z <009>    60 MB info    | rendering, 24.6% done
2014-02-22T15:49:59.686561Z <006>    61 MB info    | rendering, 25.0% done
2014-02-22T15:50:01.671349Z <008>    61 MB info    | rendering, 25.4% done
2014-02-22T15:50:02.372065Z <004>    61 MB info    | rendering, 25.8% done
2014-02-22T15:50:05.571429Z <005>    61 MB info    | rendering, 26.2% done
2014-02-22T15:50:09.848720Z <003>    62 MB info    | rendering, 26.6% done
2014-02-22T15:50:10.742824Z <007>    62 MB info    | rendering, 27.0% done
2014-02-22T15:50:11.051318Z <002>    62 MB info    | rendering, 27.3% done
2014-02-22T15:50:11.781581Z <009>    62 MB info    | rendering, 27.7% done
2014-02-22T15:50:16.734405Z <006>    62 MB info    | rendering, 28.1% done
2014-02-22T15:50:18.862962Z <008>    63 MB info    | rendering, 28.5% done
2014-02-22T15:50:19.547292Z <004>    63 MB info    | rendering, 28.9% done
2014-02-22T15:50:22.939331Z <005>    63 MB info    | rendering, 29.3% done
2014-02-22T15:50:27.034870Z <003>    63 MB info    | rendering, 29.7% done
2014-02-22T15:50:27.916312Z <007>    64 MB info    | rendering, 30.1% done
2014-02-22T15:50:28.163515Z <002>    64 MB info    | rendering, 30.5% done
2014-02-22T15:50:28.922944Z <009>    64 MB info    | rendering, 30.9% done
2014-02-22T15:50:33.828773Z <006>    64 MB info    | rendering, 31.2% done
2014-02-22T15:50:36.122236Z <008>    64 MB info    | rendering, 31.6% done
2014-02-22T15:50:37.044825Z <004>    65 MB info    | rendering, 32.0% done
2014-02-22T15:50:40.791156Z <005>    65 MB info    | rendering, 32.4% done
2014-02-22T15:50:44.803275Z <003>    65 MB info    | rendering, 32.8% done
2014-02-22T15:50:45.788276Z <007>    65 MB info    | rendering, 33.2% done
2014-02-22T15:50:46.121253Z <002>    66 MB info    | rendering, 33.6% done
2014-02-22T15:50:47.057294Z <009>    66 MB info    | rendering, 34.0% done
2014-02-22T15:50:51.671014Z <006>    66 MB info    | rendering, 34.4% done
2014-02-22T15:50:54.238875Z <008>    66 MB info    | rendering, 34.8% done
2014-02-22T15:50:55.181207Z <004>    67 MB info    | rendering, 35.2% done
2014-02-22T15:50:59.120321Z <005>    67 MB info    | rendering, 35.5% done
2014-02-22T15:51:02.605271Z <003>    67 MB info    | rendering, 35.9% done
2014-02-22T15:51:03.485147Z <007>    67 MB info    | rendering, 36.3% done
2014-02-22T15:51:03.593493Z <002>    67 MB info    | rendering, 36.7% done
2014-02-22T15:51:04.439734Z <009>    68 MB info    | rendering, 37.1% done
2014-02-22T15:51:09.164546Z <006>    68 MB info    | rendering, 37.5% done
2014-02-22T15:51:13.826384Z <008>    68 MB info    | rendering, 37.9% done
2014-02-22T15:51:23.298310Z <003>    68 MB info    | rendering, 38.3% done
2014-02-22T15:51:24.007730Z <007>    69 MB info    | rendering, 38.7% done
2014-02-22T15:51:24.128441Z <002>    69 MB info    | rendering, 39.1% done
2014-02-22T15:51:25.024998Z <009>    69 MB info    | rendering, 39.5% done
2014-02-22T15:51:25.607402Z <004>    69 MB info    | rendering, 39.8% done
2014-02-22T15:51:33.155881Z <005>    70 MB info    | rendering, 40.2% done
2014-02-22T15:51:35.859889Z <006>    70 MB info    | rendering, 40.6% done
2014-02-22T15:51:41.259595Z <008>    70 MB info    | rendering, 41.0% done
2014-02-22T15:51:45.331759Z <007>    70 MB info    | rendering, 41.4% done
2014-02-22T15:51:45.688232Z <003>    70 MB info    | rendering, 41.8% done
2014-02-22T15:51:51.659577Z <002>    71 MB info    | rendering, 42.2% done
2014-02-22T15:52:00.094809Z <009>    71 MB info    | rendering, 42.6% done
2014-02-22T15:52:01.189901Z <004>    71 MB info    | rendering, 43.0% done
2014-02-22T15:52:04.883609Z <005>    71 MB info    | rendering, 43.4% done
2014-02-22T15:52:07.887878Z <006>    72 MB info    | rendering, 43.8% done
2014-02-22T15:52:14.081717Z <008>    72 MB info    | rendering, 44.1% done
